,game,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
310,FIFA Soccer 10,"Oct 20, 2009","Sports, Traditional, Team, Soccer, Sim, Sim",Dreamcast,EA Sports,E,,91,7.5,56,231,1 Player,"On the pitch, critical gameplay fundamentals have been enhanced to ensure that FIFA Soccer 10 mirrors real-world soccer, providing more sophisticated ball control, and physical interaction between players. In addition, players now move, behave and position themselves more realistically. On attack, players analyze space more effectively, curve their runs in an attempt to stay onside, create passing lanes naturally, and drive for more variety in attacking options. On defense, new concepts like position priority enable defenders to multitask so dangerous spaces left open by teammates out of position are covered. Plus, slide tackle targeting, press marking, and better-urgency clearance logic provide new options that make defending a tactical skill in FIFA Soccer 10. In goal, a myriad of improvements and refinements to goalkeeper intelligence result in a more responsive and powerful rushing system and ultra-realistic saves. Better balance on lofted through balls, improved goalkeeper intelligence, more realistic shooting mechanics with less shots hitting the goal posts, a practice arena to perfect skills, and a more immersive soccer experience through continuous play and quick free kicks are just a few of the issues raised by fans and addressed in FIFA Soccer 10. Three new innovations revealed today at E3 have been developed to change the player control experience in FIFA Soccer 10. The first-ever true 360 degree dribbling system gives players finer control of the ball, enabling them to find spaces between defenders that previously were not possible. Using an all-new animation technology, skilled dribblers now have the ability to face the defender and use highly responsive lateral dribbling to skip past him. An innovative concept called Freedom in Physical Play enables players to perform wider dribble touches and new collision sharing creates a varied, less predictable, and extended fight for possession between the dribbler and a defender.
FIFA Soccer 10 also features a deeper iteration of the ever-popular Manager Mode with more than 50 major improvements, including new match realism, realistic player transfers based on multiple decision points, and true-to-life player growth curves. [Electronic Arts]"
311,Assassin's Creed II,"Nov 17, 2009","Action Adventure, Historic, Historic, Open-World",Dreamcast,Ubisoft Montreal,M,Blood Intense Violence Sexual Content Strong Language,91,8.7,70,1952,1 Player,"Assassin's Creed II is the product of over two years of intensive development by the original creative team behind the Assassin's Creed brand. In a vast open world environment, the game invites players to incarnate Ezio, a privileged young noble in Renaissance Italy who's been betrayed by the rival ruling families of Italy. Ezio's subsequent quest for vengeance plunges players into an epic story that offers more variety in missions, surprising and engaging new gameplay elements, diverse weapons and a profound character progression that appeal to fans of the original Assassin's Creed as well as entice players new to the brand. [Ubisoft]"
312,Metal Gear Solid 3: Snake Eater,"Nov 17, 2004","Action Adventure, Modern",Dreamcast,KCEJ,M,Animated Blood & Gore Animated Blood and Gore Blood and Gore Intense Violence Language Sexual Themes Suggestive Themes,91,9.2,68,1699,1 Player,"In the struggle to achieve world peace and world dominance, rivaling governments are secretly developing weapons technology that could threaten the future existence of life. Destined to be the first, a race ensues to become the ultimate nation. A special elite tactical soldier is summoned to penetrate deep in the heart of enemy territory and obtain intel about ""Metal Gear,"" a prototype weapon with nuclear capabilities. This is your mission and you must infiltrate alone. Interactive environments where traps catch enemies and prey. Rely on camouflage, combat, hunting and instincts to survive. Set in the 1960s where politics and war are shaping real world history. Blockbuster musical score composed by Harry Gregson-Williams. [Konami]"
313,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,"Sep 27, 2019","Role-Playing, Japanese-Style",Dreamcast,Square Enix,T,,91,8.6,50,687,1 Player,"Dragon Quest XI: Echoes of an Elusive Age tells a captivating tale of a hunted hero and is the long-awaited role-playing game from series creator Yuji Horii, character designer Akira Toriyama and composer Koichi Sugiyama. While it is the eleventh mainline entry in the critically acclaimed series, Dragon Quest XI is a completely standalone experience that features entirely new characters, a beautifully detailed world, finely tuned turn-based combat, and an immersive story that will appeal to long-time fans and franchise newcomers alike. A young man, about to participate in his village's coming of age ceremony, travels to a Sacred Stone alongside his childhood friend. After a series of unexpected events, this intrepid adventurer learns he is the reincarnation of a legendary hero from a forgotten age. The young hero sets forth into an unknown world on a journey to unravel the mystery of his past... but the welcome he receives is far from warm. Upon revealing his identity to the King, the hero is branded as ""The Dark spawn"" and hunted by a relentless army. Fleeing from his pursuers, the hero assembles a band of endearing adventurers who believe he is actually The Luminary reborn. The hero and his newfound companions embark on a quest that will take them across continents and over vast oceans as they learn of an ominous threat facing the world."
314,Twisted Metal: Black,"Jun 18, 2001","Driving, Car Combat",Dreamcast,Incognito Inc.,M,Blood and Gore Violence,91,8.4,15,141,1-4 Players,"The original designers are back for the fifth game in the ""Twisted Metal Series,"" THE car-combat game cruising at a FAST 60 frames per second, featuring the mysterious Calypso who once again tempts inmates from a local metal hospital to compete in a tournament of automotive mayhem."
315,Spyro: Year of the Dragon,"Oct 23, 2000","Action, Platformer, 3D",Dreamcast,Insomniac Games,E,Comic Mischief,91,8.9,15,390,1 Player,"Thieves have kidnapped a brood of dragon eggs, while, elsewhere in the Dragon Lands, a gateway to the Forgotten World has been uncovered. Sent to recapture the eggs, Spyro the Dragon, and his best friend Sparx, face a journey into uncharted territory against his most fearsome enemy yet - the Sorceress! All new playable characters, frantic challenges and new exciting worlds to explore - the Year of the Dragon begins here!"
316,Tomb Raider,"Nov 15, 1996","Action Adventure, Modern",Dreamcast,Core Design Ltd.,T,Animated Blood Animated Violence,91,8.3,13,284,1 Player,"Climb, swim, and backflip your way through a maze of cryptic deathtraps so realistic you can practically smell the decaying flesh. Unload an arsenal of lethal firepower on any wild-dog, giant lizard or blood-thirsty mercenary that gets in your way.
Your mission is the deadliest one to date -- the recovery of the fabled Scion, an incredible treasure reputed to give its possessor vast power. Get ready to cross the globe to take on impossible odds while exploring Incan ruins, Ancient Rome, Egyptian Pyramids, and the Lost City of Atlantis... "
317,Overwatch,"May 23, 2016","Action, Shooter, First-Person, Tactical",Dreamcast,Blizzard Entertainment,T,,91,5.9,18,961,Up to 12 Players,"Overwatch is a highly stylized team-based shooter set on earth in the near future. Every match is an intense multiplayer showdown pitting a diverse cast of soldiers, mercenaries, scientists, adventurers, and oddities against each other in an epic, globe-spanning conflict."
318,Sekiro: Shadows Die Twice,"Mar 22, 2019","Action Adventure, General",Dreamcast,From Software,M,,91,8.8,31,1387,1 Player,"Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]"
319,Resident Evil 4: Wii Edition,"Jun 19, 2007","Action Adventure, Horror, Horror, Survival",Dreamcast,Capcom,M,Blood and Gore Intense Violence Language,91,8.9,49,485,1 Player,"Resident Evil 4 comes to the Wii with added Wii Remote and Nunchuck support, allowing players to immerse themselves in the game as never before. With RE4 Wii Edition, Capcom is offering new and more immersive sense of control to players, while keeping all of the game's incredible game systems intact. As Leon Kennedy, players explore a town overrun by cultists, mutants and mind-controlled villagers, using the Wii Remote to aim, fire, slash and avoid oncoming adversaries with intuitive motions and movements. RE4 Wii Edition also contains the additional content included in the PlayStation 2 computer entertainment system version of the game. [Capcom]"
320,Shadow of the Colossus,"Oct 18, 2005","Action Adventure, Fantasy",Dreamcast,SCE Japan Studio,T,Blood Fantasy Violence,91,9.1,77,1413,1 Player,"(Also known as ""Wanda and the Colossus"" or ""Wanda to Kyozou"" in Japan)  In Shadow of the Colossus, players take the role of a young man seeking the truth of an ancient tale of power hidden in a mystical land. Shadow of the Colossus is a majestic journey through ancient lands to seek out and destroy gigantic mythical beasts. With a trusty horse at your side, players explore the spacious lands and unearth each Colossi. The uneasy task of defeating a Colossus relies on intelligent puzzle solving and action oriented gameplay. Armed with strong wits, a mystical sword and a sturdy bow, players use cunning and strategy to topple each behemoth. [Sony]"
321,Forza Horizon 3,"Sep 23, 2016","Racing, Simulation, Automobile",Dreamcast,Playground Games,E,,91,8.1,91,1233,Up to 12 Players,"You are now in charge of the Horizon Festival. Customize everything, hire and fire your friends, and explore Australia in over 350 of the world’s greatest cars. Make your Horizon the ultimate celebration of cars, music, and freedom of the open road. How you get there is up to you. With the new Horizon Blueprint feature, you have the power to create and instantly share your custom gameplay. You can even hire friends to star in your festival and win you more fans. If they’re not winning you fans, fire them. Danger Sign Jumps, Convoys, Drift Zones, and Showcase events that pit you and against a fleet of speedboats, a giant zeppelin, and more. Select your own driver character, customize your cars, create vanity license plates – even choose your own horn sound. Drive to the music you love choosing from eight diverse radio stations, or create a custom station using your own music collection. In addition to 12-player online free roam and multiplayer racing, all-new 4-player online co-op allows you and your friends to enjoy the variety, competition, and rewards of a Horizon campaign together for the first time. [Xbox.com]"
322,Peggle,"Nov 19, 2009","Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action",Dreamcast,PopCap,E,,91,7.4,10,70,1 Player,"[Playstation Network]  The PlayStation Network edition of Peggle brings all the compelling gameplay action of the original PC version, including 55 levels of ball-bouncing madness, 10 unlockable Peggle Masters, Quick Play mode, Duel mode, and 75 Challenge mode levels. For non-stop competitive action, players can choose from two multiplayer options: two-player Duel mode, or Peg Party mode, where up to four players can compete against one another simultaneously. [PopCap Games]"
323,The Legend of Zelda: Ocarina of Time / Master Quest,"Feb 28, 2003","Action Adventure, Fantasy",Dreamcast,Nintendo,E,,91,8.9,10,203,1 Player,"The Legend of Zelda: Ocarina of Time Master Quest is a special version of Ocarina of Time that wasn't released for the N64 in North America. Both games were exclusively available for the Nintendo GameCube to those who preordered The Legend of Zelda: The Wind Waker at a participating retailer. The Master Quest version of Ocarina of Time contains the same overall storyline as the original Ocarina of Time adventure. However, the dungeons have been upgraded to be truly challenging, even to a Zelda master. "
324,Borderlands 2,"Sep 18, 2012","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",Dreamcast,Gearbox Software,M,Blood and Gore Intense Violence Language Sexual Themes Use of Alcohol,91,8.2,25,1053,Up to 4 Players,"Play as one of four new vault hunters facing off against a massive new world of creatures, psychos and the evil mastermind, Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in 4 player co-op or split-screen on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet."
325,Sonic Mania Plus,"Jul 17, 2018","Action, Platformer, 2D",Dreamcast,"Sega, Tantalus",E,,91,8.1,24,351,2 Players Up to 4 Players,"Sonic Mania Plus is the definitive retail enhanced version of the original Sonic Mania's digital release, presented in a pristine collectible physical release. The encore pack is a $5 upgrade fee for owners of the original game."
326,Tom Clancy's Splinter Cell,"Feb 19, 2003","Action Adventure, Modern, General, Modern",Dreamcast,Ubisoft Montreal,T,Blood and Gore Violence,91,8.5,20,451,1 Player,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace! You are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon. The world balance is in your hands, as cyber terrorism and international tensions are about to explode into WWIII. [Ubi Soft]"
327,Forza Horizon 5,"Nov  9, 2021","Racing, Simulation, Automobile",Dreamcast,Playground Games,E,,91,6.7,20,979,1 Player,"Your Ultimate Horizon Adventure awaits! Explore the vibrant and ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world’s greatest cars. "
328,Dead Cells,"Aug  7, 2018","Action, Platformer, 2D",Dreamcast,Motion Twin,T,,91,8.1,18,149,1 Player,"Dead Cells puts you in control of a failed alchemic experiment trying to figure out what's happening on a sprawling, ever-changing and seemingly cursed Island. Tough but fair combat, responsive controls, challenging foes, permadeath and of course, the emergency panic roll to get you out of trouble, make for a demanding, visceral and cathartic action game.

Experience a roguevania, mixing an interconnected world, branching paths and unlockable skills with the constant adrenaline-pumping threat of permadeath. No checkpoints. You either vanquish the final boss in one go, or you try again. However, you keep some of your progress for successive runs; new paths you've unlocked, access to new levels, mutations, abilities and weapons.

Speaking of weapons, Dead Cells features a plethora of ways to slay your enemies. A large variety of swords, bows and of course spells, but also whips, grenades and turrets, each one with its own unique twist. Plus, mutations and scrolls allow you to build and customize your character differently with each and every run.

At the end of the day though, it's your skills as a player that matter most! Roguelites are about constantly sharpening your skills, until what was an insurmountable obstacle becomes a walk in the park. Patience, you'll get better! ... eventually.

FEATURES:

* Roguevania: The progressive exploration of an interconnected world, with the replayability of a rogue-lite and the adrenaline pumping threat of permadeath.

* 2D Souls-lite Action: Tough but fair combat, the iconic dodge roll, more than 90 weapons and spells with unique gameplay... The unforgiving action wed to the absence of any kind of safety net makes for an adrenalin pumping ride each and every run.

* Nonlinear Progression: Sewers, Ossuary or Ramparts? Once unlocked, special permanent abilities allow you to access new paths to reach your objective. Opt for the path that suits your current build, your play style, or just your mood.

* Exploration: Secret rooms, hidden passages, charming landscapes. Take a moment to stroll the towers and breath in that fresh sea mist infused air."
329,Kentucky Route Zero - Act III,"May  6, 2014","Adventure, General",Dreamcast,Cardboard Computer,,,91,6.7,7,172,1 Player,"Kentucky Route Zero is a magical realistic adventure game about a secret highway in the caves beneath Kentucky, and the mysterious folks who travel it."
330,NCAA Football 2003,"Jul 20, 2002","Sports, Traditional, Football, Sim",Dreamcast,EA Sports,E,,91,8.4,19,28,1-8 Players,"The College Game: Feel all the pageantry with over 200 fight songs, 3D cheerleaders, and 117 Division I-A schools. My Favorite Team: Personalize the game interface based on your team's fight song, mascot, logos, and school colors. Build A Dynasty: Create your own school and schedule, recruit star athletes, and redshirt developing players to build a national powerhouse. Rivalry Mode: Beat your school's archrival and win one of 23 coveted trophies. Trophy Room: Display up to 59 total trophies including conference championships and individual player awards. [EA Sports]"
331,Crysis,"Nov 13, 2007","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",Dreamcast,Crytek,M,Blood Strong Language Violence,91,8.1,56,2710,"1 Player, 32 Players Online No Online Multiplayer","Crysis is a next-generation PC first-person shooter from Crytek, the award-winning developers of ""Far Cry."" It is 2020, and global tensions have reached boiling point as the U.S. and North Korea square off in the South China Sea. At stake: a mysterious artifact uncovered by a team of U.S. archeologists. The North Korean government quickly seizes the area, prompting the U.S. to dispatch an elite team of Delta Force operatives on a rescue mission. During the siege the true nature of the artifact quickly emerges, pointing to the existence of an alien presence on Earth, and ultimately the trigger for a massive-scale alien invasion. The battle to save Earth begins as the aliens' flash freeze the tropics into a ghostly-white frozen landscape. As gamers take up arms against the aliens, they will be outfitted with customizable weapons and a high tech Nanosuit, allowing them to adapt their tactics and abilities to a hostile, ever-changing environment and a mysterious enemy. [Electronic Arts]"
332,Ninja Gaiden,"Mar  2, 2004","Action Adventure, Fantasy",Dreamcast,Team Ninja,M,Blood and Gore Violence,91,8.8,89,187,1 Player,"Ninja Gaiden first debuted in the 1988 and now the young ninja returns.  As Ryu Hayabusa, you seek revenge after the Vigor Empire massacres your clan.  Skilled in battle actions and ninja moves, you are well prepared to hunt down the Holy Emperor and reclaim the magic sword ""Ryuken."" Ninja Gaiden features killer gameplay, stunning graphics, and new weapons such as the Dragon Sword, warhammer, shurikens, and nunchakus. Plus, there are massive levels filled with enemies and Xbox Live feature will enable future high score tournaments and downloadable content."
333,God of War: Chains of Olympus,"Mar  4, 2008","Action Adventure, Fantasy, Fantasy, Linear",Dreamcast,Ready at Dawn,M,Blood and Gore Intense Violence Nudity Sexual Content Strong Language Suggestive Themes,91,8.6,79,992,1 Player,"[Metacritic's 2008 PSP Game of the Year] Unleash the power of the Gods and embark on a merciless quest as Kratos, an ex-Spartan warrior driven to destroy Ares, the God of War. Armed with lethal double chainblades, Kratos must carve through mythology's darkest creatures including Medusa, Cyclops, the Hydra and more, while solving intricate puzzles in breathtaking environments. Driven by pure revenge, nothing can stop Kratos from achieving absolution. [SCEA]"
334,Final Fantasy XIV: Shadowbringers,"Jul  2, 2019","Role-Playing, Massively Multiplayer",Dreamcast,Square Enix,T,,91,8.4,18,357,1 Player,"Take part in the next saga of FINAL FANTASY® XIV Online with the next legendary expansion pack—SHADOWBRINGERS.

New jobs: Gunbreaker and Dancer
New races: Viera and Hrothgar
Level cap increased: 70 to 80
New cities: The Crystarium and Eulmore
Journey through expansive new areas, such as the Rak’tika Greatwood, Amh Araeng, Il Mheg and Lakeland.
New trails, including harrowing encounters with Titania and Innocence.
New beast tribes: pixies, Nu Mou, and dwarves
New 8-player raid: Eden
An exciting new series of alliance raids YoRHa:Dark Apocalypse
The Restoration of the Holy See of Ishgard - In the aftermath of the Dragonsong War, Disciples of the Hand and Land work together to rebuild Ishgard"
335,DOA2: Hardcore,"Oct 25, 2000","Action, Fighting, 3D",Dreamcast,Team Ninja,T,Animated Violence Suggestive Themes,91,8.1,20,65,1-4 Players,"This third version of Tecmo's acclaimed fighter ""Dead or Alive 2,"" ported to the Dreamcast ealier in the year, is a visual feast for PS2 gamers with the addition of new costumes, levels, hidden characters, amped-up graphics."
336,World of Warcraft: The Burning Crusade,"Jan 16, 2007","Role-Playing, Miscellaneous, Massively Multiplayer Online, Massively Multiplayer, Board / Card Game, Fantasy, Fantasy",Dreamcast,Blizzard Entertainment,T,Blood Suggestive Themes Use of Alcohol Violence,91,6.0,46,1500,"Massively Multiplayer, Massively Multiplayer","Several years have passed since the Burning Legion's defeat at Mount Hyjal and the races of Azeroth have continued to rebuild their once shattered lives. With renewed strength, the heroes of the Horde and Alliance have begun to explore new lands and broken through the Dark Portal to investigate the realms beyond the known world. Will these heroes find friends or foes? What dangers and rewards lie in wait beyond the Dark Portal? And what will they do when they discover that the demons they thought vanquished have returned to renew their terrible Burning Crusade? New Player Races: New allies will join the game, expanding the story line and allowing players to develop powerful new characters within the world. Higher Level Limit: The game's level cap is being raised to 70, and with these new levels will come meaningful spell, ability, and talent upgrades for each character class. New Lands and Battlegrounds: Explore the magical realms of the Blood Elves and Draenei, journey through the Dark Portal into untamed Outland, and visit dungeons and battlefields previously inaccessible to players. 
Flying Mounts: In Outland, players will gain access to unique airborne mounts that will allow for smoother travel over some of that region's more hazardous terrain. [Blizzard]"
337,MLB 10: The Show,"Mar  2, 2010","Sports, Traditional, Team, Baseball, Sim, Sim",Dreamcast,SCEA,E,,91,8.2,33,113,2 Players,"MLB 10 The Show NEW Features: HR Derby – The Home Run Derby and MLB All-Star Futures Game are now available during the All-Star break in our season modes and as a stand-alone experience. Catcher Calling the Game – Call pitches and play as the field general, just like Joe Mauer. Online Gameplay Improved – This year the online gameplay experience has been vastly improved and will detect and respond better to adverse network conditions along with reduced bandwidth to help the speed and flow of online gameplay. User Controlled Pick-Offs – Surprise a base runner with a quick move or lull him to sleep with our new pick-off mechanism. Custom Music, Fan Yells, and Chants – Assign music or a recording to an entire team, edit tracks to assign batter walk-up music, or record your own voice and assign it to play for the team or player during the situation of your choice. [SCEA]"
338,Shadow of the Colossus,"Feb  6, 2018","Action Adventure, General",Dreamcast,"Bluepoint Games, SCE Japan Studio",T,,91,7.8,100,2518,1 Player,"Tales speak of an ancient realm where Colossi roam the majestic landscape.  Bound to the land, these creatures hold a key to a mystical power of revival – a power you must obtain to bring a loved one back to life."
339,Yoshi's Island: Super Mario Advance 3,"Sep 24, 2002","Action, Platformer, 2D",Dreamcast,Nintendo,E,,91,8.9,26,173,1-4 Players,"When Baby Mario falls from the sky, the big-hearted Yoshis vow to reunite him with his twin brother on the far side of the island.  It won't be easy, but you must help them take on a meddling Magikoopa and his entire cast of underhanded underlings.  Your journey spans the island's jungles, caves, and snowcapped peaks--each area filled with hidden rooms, secret passages, charming minigames, demented bosses, and all-new pals.  Sure, Yoshi looks cute, but he packs some pretty amazing firepower--he can throw eggs, hover, stomp, pound the ground, slurp up enemies, and morph into a toy submarine.  "
340,The Witcher 3: Wild Hunt - Blood and Wine,"May 30, 2016","Role-Playing, Action RPG",Dreamcast,CD Projekt Red Studio,M,,91,9.1,27,1920,1 Player,"This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of Toussaint."
341,Tiger Woods PGA Tour 2005,"Sep 20, 2004","Sports, Traditional, Individual, Golf, Sim, Sim",Dreamcast,Headgate,E,,91,3.8,16,50,1-8 Players,"TigerProofing is a revolutionary course-altering system that allows players to modify course dynamics and create the most intensely competitive course imaginable. Alter tee-box length, width and patterns on fairways and greens, the depth of a greenside bunker, and even the color of the leaves on the trees, course moisture and the season which you play. Take on the legends of golf including Arnold Palmer, Jack Nicklaus, and Ben Hogan and become a legend yourself! EA SPORTS GameFace II: The industry-leading GameFace technology just got a whole lot deeper with more control and freedom to express your creative vision from a youthful prodigy to a grizzled old veteran. Eight new licensed courses and two new fantasy courses have been added for a total of 14 courses. New licensed courses for console only include Coeur d?Alene and Colonial Country Club. New licensed courses for both console and PC include, Sherwood Country Club, Fancourt Golf Club Estate and Troon North ? Monument Course. Compete as or against 15 different PGA TOUR players including Tiger Woods, John Daly, Vijay Singh, Charles Howell III, Notah Begay III, and Jesper Parnevik, among others. Total Precision Swing: New putting and chipping systems allow for more control on the green or when you leave an approach shot short. [EA Sports]"
342,ESPN NFL Football,"Sep  3, 2003","Sports, Traditional, Football, Sim",Dreamcast,Visual Concepts,E,,91,7.8,25,51,1-4 Players,"Sega's latest addition to its NFL 2K series, ESPN NFL Football delivers the most complete NFL experience.   Experience a new level of gaming through First Person Football, a mode that allows you to see the game through the eyes of any player on your team.   Earn and unlock trophies, mini-games, and music to show off in your Crib. Listen to commentary from ESPN's own Chris Berman and watch the game as if you're watching an ESPN broadcast. Take on your friends or play online."
343,NCAA Football 2003,"Jul 20, 2002","Sports, Traditional, Football, Sim",Dreamcast,EA Sports,E,,91,6.0,11,9,1-2 Players,"NCAA Football 2003 delivers the tradition and spirit of college football's storied programs with intense rivalries, authentic stadium atmospheres, and realistic gameplay. You'll choose from 117 Division 1-A and 27 Division 1-AA schools across the country, or create your own, and then coach your school through a variety of game modes. In Dynasty mode, you can recruit the best athletes, redshirt your developing players, and use TV exposure to gain status as you build a dominating force in the NCAA. NCAA Football 2003 also features a variety of new moves--including play fakes, spins, and one-foot toe drag--which you must master in order to reach the championship. "
344,The Longest Journey,"Nov 16, 2000","Adventure, Third-Person, Point-and-Click, Fantasy, Fantasy",Dreamcast,Funcom,M,Strong Language,91,8.7,26,559,1 Player,An epic 3-D adventure spanning over 150 unique locations across two distinct and detailed worlds.  [Funcom]
345,Tony Hawk's Pro Skater 2,"Oct 25, 2000","Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",Dreamcast,Neversoft Entertainment,T,Mild Animated Violence Mild Language,91,8.5,22,231,1-4 Players,"Players can choose to skate with the skills of Tony Hawk, the most legendary pro of all time, or as one of 12 pro skaters from the star-studded lineup. The game's intuitive and solid control scheme allows players to perform hundreds of tricks in a variety of realistic, obstacle-filled, real-world locations.  [Activision]"
346,Star Wars Jedi Knight: Dark Forces II,"Oct  9, 1997","Action, Shooter, Shooter, First-Person, Sci-Fi, Arcade",Dreamcast,LucasArts,T,,91,8.6,10,209,"1-32 Players, Up to 32 Players","In Dark Forces, Kyle Katarn, a young mercenary successfully infiltrated the Empire. Jedi Knight continues the story of Katarn as he embarks on a quest into his past and learns the mysterious ways of the Jedi. With this knowledge, he must stop seven Dark Jedi from unlocking the powers of a hidden Jedi burial ground. This task forces Katarn to decide his destiny. If he chooses the Dark side, he will come into enormous power. If he chooses the Light side, he faces seemingly insurmountable evil. Whatever path Katarn chooses will change the face of the galaxy forever. [LucasArts]"
347,Batman: Arkham Asylum,"Sep 15, 2009","Action Adventure, Fantasy, General, Fantasy",Dreamcast,Rocksteady Studios,T,Alcohol and Tobacco Reference Alcohol Reference Blood Mild Language Suggestive Themes Tobacco Reference Violence,91,8.6,29,2724,1 Player,"In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]"
348,Halo: Reach,"Sep 14, 2010","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",Dreamcast,Bungie,M,Blood Blood and Gore Mild Language Violence,91,8.4,99,2906,"1-4 Players, 16 Players Online Up to 16 Players","From the beginning, you know the end. In Halo: Reach, players experience the fateful moments that forged the Halo legend. It's the story of Noble Team, a squad of heroic Spartan soldiers, and their final stand on the planet Reach, humanity's last line of defense between the terrifying Covenant and Earth. This darker story is echoed by grittier visuals amid a backdrop of massive, awe-inspiring environments. Characters, enemies and environments are rendered in amazing detail by an all-new engine designed to deliver epic-scale encounters against the cunning and ruthless Covenant."
349,Galactic Civilizations II: Dark Avatar,"Feb 14, 2007","Strategy, Turn-Based, Sci-Fi, Sci-Fi, 4X",Dreamcast,Stardock,,,91,7.8,22,49,1 Player,"The year is 2226 and the Drengin Empire reigns supreme across the galaxy. But something utterly evil is devouring the Drengin Empire from within. Expand your Galactic Civilizations II experience with espionage agents, player designed opponents, new alien races, new ships, unique planetary environments, asteroid fields, improved graphics and much more. [Stardock]"
350,Mass Effect,"Nov 20, 2007","Role-Playing, Action RPG, Console-style RPG, Japanese-Style, Western-Style",Dreamcast,BioWare,M,Blood Language Partial Nudity Sexual Themes Violence,91,8.7,74,1999,1 Player,"Mass Effect is a science fiction action-RPG created by BioWare Corp., the commercially and critically acclaimed RPG developer of ""Jade Empire,"" and ""Star Wars: Knights of the Old Republic."" As the first human on the galactic stage, you must uncover the greatest threat to civilization. Your job is complicated by the very fact of your humanity, as no one trusts you and you need to find a way to convince everyone of the grave threat. You will travel across an expansive universe to piece the mystery together. As you discover and explore the uncharted edges of the galaxy, you come closer to an overwhelming truth - learning that the placid and serene universe you know is about to come to a violent end and that you may be the only person who can stop it! In addition to the main story arc of the game, players are be able to visit a large number of uncharted, unexplored planets which are side quests independent from the main story. At any time during the campaign, a player can choose to explore one of these planets and have an opportunity to discover new alien life, resources, ruined civilizations and powerful technologies. Talents and abilities are upgradeable and advanced talent options become available at higher levels. Weapons and vehicles are customizable to include various effects, abilities and upgrades using the ""X-Mod"" system. Each character class have unique talents and abilities which increase in power as the player progresses through the game. [Microsoft]"
351,The Operative: No One Lives Forever,"Nov 11, 2000","Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",Dreamcast,Monolith Productions,M,Blood Violence,91,8.7,32,230,1-16 Players,"A story-driven, first-person adventure delivering over-the-top action, tense subterfuge, outrageous villains, and wry humor in the tradition of the great 1960's spy films and TV shows. [Fox Interactive]"
352,Resident Evil 3: Nemesis,"Nov 11, 1999","Action Adventure, Survival",Dreamcast,Capcom,M,,91,9.1,19,75,1 Player,"A month and a half have passed since the mansion lab incident and now the secrets come back to haunt you in Resident Evil 3: Nemesis. Join Jill Valentine in her attempt to escape a nightmarish city in ruins. Around every corner lurk hordes of flesh-eating zombies, hideous mutants, and a relentless new nemesis. You'll soon rely on cunning and brute force to stay alive. The Resident Evil series has taken a horrifying turn, unveiling new layers in the Umbrella Corporation's devious activities."
353,Forza Motorsport 4,"Oct 11, 2011","Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",Dreamcast,Turn 10,E,Mild Animated Blood,91,8.3,83,695,Up to 16 Players,Forza Motorsport 4 is the biggest entry in the series to date. Hundreds of the world’s most exciting cars spanning more than eighty manufacturers. The best driving circuits in the world. Bringing you closer to the cars of your dreams. Online features that redefine online community. Forza Motorsport 4 promises to be an entirely new car experience.
