Rating;Title;Text
4.0 out of 5 stars;Ladegerät;Für den Preis ok.
2.0 out of 5 stars;Scalda troppo;peccato che scalda troppo perché è un articolo comodo ed economico
1.0 out of 5 stars;Didn’t Do It’s Job;It felt sturdy, looked good, and was an ideal size. However, it frequently overheated and most mornings I’d find it didn’t even fully charge my watch over nine hours.
3.0 out of 5 stars;Ganz nett für unterwegs - Ladeleistung ungenügend;Das Teil ist praktisch zum Mitnehmen. Meine Apple Watch SE hängt jetzt schon 4 Stunden drauf und ist immer noch nicht voll. Mit Originalkabel dauert es nur 1,5 - 2 h.
3.0 out of 5 stars;Klein und praktisch, aber lädt langsam;Klein und praktisch, aber lädt langsam - kein Vergleich zum Originalladegerät für die Apple Watch
5.0 out of 5 stars;Works well;Happy with product, works well
3.0 out of 5 stars;Non ha l’aggancio magnetico;Prodotto buono, comodo e molto portatile.Se da usare con power bank o comunque in viaggio diventa scomodo perché non ha l’aggancio magnetico all’orologio
1.0 out of 5 stars;Articulo pésimo;Compré este articulo y en el mismo dia lo devolvi. Mientras cargaba el reloj se puso a una temperatura exagerada, pensé que se fundiria por la temperatura que había cogido. Para mi es un articulo mal fabricado y peligroso. No lo recomiendo para nada.
1.0 out of 5 stars;Unreliable;This device did not charge my watch. It stops charging after a few minutes. I took this camping this weekend with both car charger USB, VW camper 2amp USB and resorted to 5amp power bank to try and get it to charge. It actually lost charge overnight rendering my watch useless for the days hiking. Very very disappointed and will not be able to use it for intended purposes…or any useful purpose. Wast of money.
3.0 out of 5 stars;Watch is getting hot during charging;THE watch is getting more hot than when it is charged on the original pad from Apple.
3.0 out of 5 stars;Praktisch für die Arbeit;Ich hab mir das Teil gekauft, um meine Uhr auf Arbeit laden zu können. Prinzipiell finde ich es ganz praktisch, dass klein und handlich ist.Abzüge gibt es aber dafür, dass der Deckel nicht durchgängig ist und damit im Rucksack Dreck in den Anschluss kommen kann. Dazu habe ich das Gefühl, dass die Uhr sehr langsam lädtDazu werden Uhr und Ladegerät nach kurzer Zeit sehr warm.
3.0 out of 5 stars;USB Ladegerät für Aple Watch;USB Ladegerät lädt sehr sehr langsam weiss nicht ob das normal ist oder so gehört aber sollte das normal sein kommt von mir keine Kaufempfehlung
4.0 out of 5 stars;Practico;Es práctico y carga perfectamente,
2.0 out of 5 stars;Rendered useless;The product has the USB fitted upside down so when plugged horizontally into any laptop or MacBook, the curved magnetic bit that the watch attaches to faces the table below and the gap between the product and the table is too small to fit the watch. Very poor design. product was returned.
1.0 out of 5 stars;Hält nicht, was er verspricht.;Ich hatte das Gerät für das Laden unterwegs gekauft, wurde wegen der Pandemie nur 3-4 Mal benutzt, die  Uhr AW 6 wurde zuletzt innerhalb 12 Stunden nicht mehr richtig aufgeladen, bei ca. 50% war Schluss.Hatte mit dem Verkäufer wegen Garantiefall Kontakt aufgenommen, da das Gerät nicht mal ein Jahr alt war. Vom Verkäufer Shenzhen Xindeli Technology Co. wurde sehr frech geantwortet, das er die Garantieabwicklung ablehnt und ich mir ein neues Gerät kaufen soll. Ich habe mich dann mit Amazon in Verbindung gesetzt, wo mir sofort geholfen und der Kaufpreis erstattet wurde, DANKE Amazon!!!! Mein Rat: nicht bei diesem Anbieter kaufen!
2.0 out of 5 stars;Scalda;Preso perché piccolo e comodo da portare in giro non avendo i fili del caricatore normale. Molto bello da vedere e sembra fatto bene. Unica pecca… scalda tantissimo l’orologio… quando lo riprendi dopo la carica e’ bollente, sembra che anche arrivato a ricarica completa il caricatore continua a caricare facendo scaldare molto l’orologio. Per paura di danni permanenti lo sto usando pochissimo, solo se proprio necessario. Peccato
3.0 out of 5 stars;Not sent item as shown;Photo is a white charger, order says white charger, box has a white charger on it ..... inside it’s blackDisappointing
5.0 out of 5 stars;Pratique !;Très pratique pour recharger mon Apple Watch au bureau lorsque j’ai oublié de le faire à la maison.Pas encombrant, charge rapide.
3.0 out of 5 stars;Nicht fürs Auto gedacht;Läd sehr langsam. Fürs Auto nicht ideal, da die Uhr bei jedem Ruckler des Wagens vom Ladegerät runterrutscht.
1.0 out of 5 stars;Falla mucho y despues de pocos usos ha dejado de funcionar del todo;Lo uso solo para viajes y no mucho, enpezó a fallar a veces pero ya no funciona del todo. mala calidad y no funciona despues de pocos usos. Marca no fiable de baja calidad.
3.0 out of 5 stars;Regular;No cumple con mis espectativas...a lo mejor a otras personas le funciona bien.
3.0 out of 5 stars;Comodo e facile da trasportare non aderisce in maniera solidale;Mi è piaciuta molto la portabilità dell’accessorio trovo però che per quanto mi riguarda ho trovato poco stabile non c’è una perfetta adesione con l’orologio e inoltre ho notato una carica non molto rapida
1.0 out of 5 stars;Got very hot and crashed my watch with the heat;This isn’t safe. It got extremely hot, the watch was too hot to touch and it crashed the watch. It displayed one of those hot symbols on it, which I’ve never seen on an Apple Watch before, then it crashed. It also didn’t charge, but drained the battery - probably because of the heat it generated.*edit* the seller has contacted me and asked me to delete this review in return for compensation. I would definitely avoid.*further edit* the seller has been bombarding me with emails on a daily basis offering vouchers asking me to delete the review. Really irritating!
5.0 out of 5 stars;Great for travel;I love this design, brilliant for travel. Magnet works well and charges well
2.0 out of 5 stars;Deutlich langsameres Laden!;Das Aufladen mit diesem Ladegerät dauert 2 bis 2,5 mal länger als mit dem mitgelieferten Originalladegerät.Der Preis ist OK, die Ladezeit müsste jedoch kürzer sein, um mehr Sterne zu vergeben.
2.0 out of 5 stars;Traue mich kaum noch;Ich fand das Produkt super für unterwegs, nimmt kaum Platz weg, kein langes Kabel, super. Aber bei Laden überhitzt das Ding so dermaßen, dass ich micb kaum noch traue, meine Uhr dranzuhängen. Habs auch in unterschiedlichen Steckdosen versucht, immer das gleiche
5.0 out of 5 stars;Caricabatteria Apple watch;Mi porto sempre dietro un computer, per cui riesco sempre a caricare il mio apple watch
5.0 out of 5 stars;Sehr praktische Ergänzung!!!!!!!!!;Ein tolles Gerät! Eine sehr gute Ergänzung zum Kabel. Sehr praktisch! Kann man auch gerne als Geschenk für Apple Watch Besitzer einplanen 👍
2.0 out of 5 stars;Bello, ma…;Il caricabatterie è bello, piccolo, pratico, con il magnete che fa il suo dovere anche se messo in verticale. C’è un particolare da non sottovalutare, l’Apple Watch si surriscalda molto, almeno quello che ho io, che è una serie 6, provato anche direttamente nelle prese usb del pc, ma il surriscaldamento, anche se più lieve si ripresenta
5.0 out of 5 stars;Best Product for decent price;I highly recommend this seller,very professional, high quality products.
1.0 out of 5 stars;Doesn’t work;Doesn’t work!
2.0 out of 5 stars;Charges slowly;I specifically asked about the charging rate prior to purchase and was informed it’s the same as the Apple Cable. It is not! Charges very slowly. Added 12% (from 20%) in 45 minutes. With same charger and original cable added 35% in 30 minutes. I bought this for a quick charging boost when out and about and it just isn’t fit for that job.
1.0 out of 5 stars;Not a good purchase;Watch heats up and doesn’t charge well
1.0 out of 5 stars;Doesn't charge!;It looks great and I was so excited but it doesn't charge the watch.  According to the display it is charging but actually it just gets hot and drains the watch battery. Disappointing. Don't waste your money.
4.0 out of 5 stars;Man kommt Langsam ans Ziel.;Der Ladevorgang geht deutlich langsamer als beim Original aber für Unterwegs eine gute Lösung.
3.0 out of 5 stars;Klein und handlich;Klein handlich überall zu verwenden perfekt.
1.0 out of 5 stars;Worst Product;Agreed with @Kate Bush’s review. This isn’t safe. It got extremely hot, the watch was too hot to touch and it crashed the watch. Now I see the sanke of death in the watch and even the original watch charger could not fix it. It also didn’t charge, but drained the battery - probably because of the heat it generated. I lost the watch because of the charger and Now I have to go to apple service centre to get it fixed. Hate it
2.0 out of 5 stars;Bello ma non convince;Bello ma il magnete non è abbastanza potente. La fase di ricarica è abbastanza lunga. Non mi ha convinto…
1.0 out of 5 stars;Ne fonctionne pas du tout.;Il ne fait que chauffer ma montre!
1.0 out of 5 stars;Crap!;Product doesn’t work at all!
5.0 out of 5 stars;Facile da utilizzare in auto;Facile da utilizzare in auto
3.0 out of 5 stars;Ziemlich warm und falsche Farbe;Das Ding wird ziemlich warm, ob das gut für die Uhr ist?Außerdem habe ich einen SCHWARZES Ladegerät bekommen, statt dem abgebildeten weißen.
5.0 out of 5 stars;Super 👍;Très pratique de par sa taille et efficace en plus !
2.0 out of 5 stars;Joli mais pas efficace;Le chargeur est très joli, léger et fin…J’ai bien enlevé le plastique comme conseillé plus haut dans les commentaires mais malheureusement la charge est très très très longue et la montre est très chaude.Le point positif est pour le design et la faible charge.Déçu.
2.0 out of 5 stars;Ricarica troppo lento!!!!!!!;Purtroppo la ricarica risulta molto più lenta rispetto al cavo di ricarica, estetica e tenuta buona ma l’ho reso perché non è valido da portare in giro perché in un ora di ricarica la percentuale sale solo al 40% rispetto al cavo originale che a parità di alimentatore va ben oltre 80%
2.0 out of 5 stars;Slow charging speed;Otherwise a great product but charging speed is too low. It takes very long to charge the watch. Original charging cable is much faster.
1.0 out of 5 stars;Funktioniert nicht an der Steckdose und nur bei manchen Devices;Das Gerät lädt die Apple Watch nur an manchen Devices mit USB Anschluss (Laptop, Docking-Station, etc.). Direkt an der Steckdose mit entsprechendem Adapter wird die Watch nicht geladen. Auch in meinem Auto habe ich diverse USB-Anschlüsse getestet, und bei keinem konnte die Uhr geladen werden. Für unterwegs, oder im Urlaub ist das Gerät somit vollkommen unbrauchbar und geht wieder zurück. Warum können die Hersteller ihre Geräte nicht selbst testen, und lassen dies von Kunden tun?
5.0 out of 5 stars;Fait très bien son boulot;Fonctionne parfaitement ! Discret, pratique, efficace
2.0 out of 5 stars;Leider sehr langsam beim Laden. Magnet sehr schlecht;Man braucht gut 5h bis die Uhr voll aufgeladen ist. Zudem hebt der Magnet die Uhr kaum. Die fällt sehr schnell runter.
2.0 out of 5 stars;Disappointed;Won’t charge in a USB wall socket. Will only work using a laptop.
1.0 out of 5 stars;PESSIMO;HA CARICATO 2 VOLTE E POI HA SMESSO DI FUNZIONARE. PRODOTTO PESSIMO!!!!
2.0 out of 5 stars;Schwache Leistung;Trotz unterschiedlicher Netzteile kaum Aufladung. Mit Kabel am selben Netzteil wurde die Uhr aufgeladen.Grundsätzlich gute Idee, funktioniert aber nicht wie erhofft.
5.0 out of 5 stars;Parfait pour les voyages;Parfait comme chargeur qu’on trimbale de partout !
2.0 out of 5 stars;Prodotto avcettabile;Prodotto accettabile, peccato il magnete un po’ troppo debole e la spina usb che non può essere ruotata in orizzoy
5.0 out of 5 stars;Das kann ich nur weiter empfehlen 👍;Das kann man nur weiter empfehlen 👍
5.0 out of 5 stars;Top;Top
2.0 out of 5 stars;Schnarchlader;Der Ladeadapter ist handlich und passt in jede Hosentasche. Gegenüber dem originalen Apple Ladepuck gibt es aber einen entscheidenden Nachteil: die Aufladung ist quälend langsam. Über Nacht ok. Als Notlader um mal kurz ein paar mAh vor dem Training in den Akku zu hieven völlig ungeeignet. Damit hat das Teil mein Hauptkriterium nicht erfüllt!
3.0 out of 5 stars;Lädt langsam;Stylisch klein und gut für unterwegs, leider dauert das aufladen der Uhr eine gefühlte Ewigkeit.
2.0 out of 5 stars;Ma;Non carica come quello originale è molto lento e si surriscalda molto ed è caldo anche L orologio lo uso per necessità
2.0 out of 5 stars;Kein Vergleich zum Original;LasLadeleistung ist Grottenschlecht.Je nach Stecker ist die Uhr senkrecht oder diagonal. Magnet ist mäßig.Im gesamten eher nicht so geil.
1.0 out of 5 stars;Ladeleistung Ungenügend – keine Kaufempfehlung;Leider ist in der Beschreibung nicht ersichtlich, dass die Output Leistung auf 2 Watt begrenzt ist.Empfohlen werden 5Watt für das Laden der Watch 6.Der Ladezyklus 0 bis 100% mit diesem Produkt dauert also fast 3,5 Std.Zudem entwickelt dieses Produkt, wahrscheinlich wegen überlast wärme, die bei dem Original nicht auftritt.Das Produkt wurde mit Unterschiedlichen Netzteilen 2-20Watt getestet ohne dass sich das Ladeverhalten geändert hat.
3.0 out of 5 stars;Sehr langsames laden;Es dauert sehr lange die Uhr zu laden
2.0 out of 5 stars;Nicht so toll;Eigentlich super größe für Reisen. Leider lädt es nicht durchgehend, hat keinen guten Kontakt. Sehr ärgerlich
3.0 out of 5 stars;Cargador;Esta bien,carga bien pero se calienta mucho el reloj
3.0 out of 5 stars;Sympa, pratique mais pas rapide;Produit sympa mais le temps de charge est x3 par rapport au chargeur Apple Watch d’origine
1.0 out of 5 stars;Ladegerät wird sehr heiß. Vorsichtig!;Gefallen hat mir die Kompaktheit. Meine Sorge gilt der hohen Temperatur, die an der Powerbank beim Laden der Apple Watch 7 entsteht. Das normale Apple Watch Ladegerät verursacht diese Hitzeentwicklung nicht. Ich gehe hier nicht das Risiko ein, dass meine Apple Watch beschädigt wird und schicke den Ladeadapter zurück
2.0 out of 5 stars;Se calienta demasiado;Se calienta demasiado y no carga a la velocidad que debe.Es para salir del paso pero no me da demasiada confianza
1.0 out of 5 stars;Funktioniert nicht mit Apple Watch 7;2 x bestellt - 2 x nicht funktionsfähig mit neuer Apple Watch 7. Meine Uhr wird leider gar nicht geladen und ich habe mehrere USB-Ladegeräte sowie ein Macbook Pro ausprobiert 🤷🏼
5.0 out of 5 stars;Alles Okay;Alles super
1.0 out of 5 stars;Leistung ungenügend;Hatte mir das Teil für unterwegs gekauft wenn ich bei langen Radtouren in der Mittagspause die Watch mal schnell nachladen wollte. Aber 10% mehr Ladung in einer halben Stunde ist nix. Das original Apple Kabel lädt gefühlt 3-4 x schneller mit der Selben Powerbank. Außerdem wird die Watch mit dem Newdery extrem Warm. Zurückgeschickt!
2.0 out of 5 stars;Not as shown in description.;Received black not white, as shown in photo and description. Returned for a refund.Seems to be an ongoing problem as seen another similar review.
5.0 out of 5 stars;works as advertised;It is compact, easy to use and I would recommend it.
1.0 out of 5 stars;Poor quality;Bought this for charging my Apple Watch but it keeps overheating and draining the battery also rubber bit to protect usb broke off after taken it from the box very poor and would not recommend to anyone
1.0 out of 5 stars;Ne fonctionne pas;Le chargeur chauffe mais ne charge pas la montre, produit renvoyé
1.0 out of 5 stars;Malo y peligroso;Lo use una vez durante una hora y prácticamente no cargo nada el reloj. Pero la temperatura era de riesgo. Si lo llego a dejar durante la noche podría haberse quemado
1.0 out of 5 stars;Not at all reliable.;Stopped working after first charge, exchanged it for a new one and same thing happened again. Was literally able to charge my watch only once with this. Typical Chinese make, not at all reliable. The seller was kind enough to refund and take it back.
2.0 out of 5 stars;Taugt nichts;Billige Verarbeitung
2.0 out of 5 stars;lent;lentíssim, segons on l'endollis no carrega. no és funcional que per un rellotge et tiris un dia carregant per un dia d'ús
2.0 out of 5 stars;Not as described;This product is advertised as being a power bank for cordless I watch charging. It IS NOT cordless, you have to plug it into your laptop!It only charged to 30%
1.0 out of 5 stars;War Gut aber langsam dann kaputt;Der Teil lädt gut aber es ist total langsam und braucht voll lange bis zum vollständigen aufladen nach paar Monaten ist es kaputt gegangen und jetzt lädt gar nicht mehr obwohl ich nichts geändert habe, die gleiche Steckdose das gleiche Ladegerät nur das Ding funktioniert nicht mehr
1.0 out of 5 stars;Pfusch;Hatte es mir für den Urlaub gekauft. Zeigt zwar „laden“ an, läd aber nicht. Dafür wurde meine Uhr so heiß, dass ich schon fürchtete, dass sie kaputt sei. Nicht kaufen !!!
2.0 out of 5 stars;Chargeur à déconseiller;Ne charge pas correctement et chauffe énormément. Ça m’a bousillé mon appel watch . Je ne conseil pas.Mick
1.0 out of 5 stars;plastic cracked!;plugged it and it charges but cracks have appeared on the surface and there seems to be a raised part. Not confident to use it again.
1.0 out of 5 stars;Stop to function after 1 week approx;Does not charge anymore after one week. I should have notice somethingwas wrong when I noticed that the watch was getting warm on the screen while charging. ANd now the charger does not work anymore.
2.0 out of 5 stars;Lento e scalda troppo;Acquistato per avere un caricatore di riserva quando sono fuori.Ci mette moltissimo a caricare l'Apple Watch e dopo 10 minuti il retro è cocente. Ho paura che a lungo andare danneggi in modo permanente il mio dispositivo.Tornassi indietro non lo acquisterei.
1.0 out of 5 stars;No funciona;Lo tuve que devolver, no cargaba y calentaba excesivamente  el reloj.
2.0 out of 5 stars;Warmlsden?;Wird ziemlich warm beim laden
1.0 out of 5 stars;It doesn’t charge my watch;It actually takes any remaining charge out of the watch leaving it completely flat what a load of rubbish!!
1.0 out of 5 stars;four hours of Charge and nothing;my watch stopped working by using this product. I do not recommend it. i'm a lossy apple watch series
1.0 out of 5 stars;But design and really slow at charging;Looks clever but design is actually dreadful and doesn’t support the weight of afford not to mention the charging is dreadfully slow, save your money and buy an official charger
1.0 out of 5 stars;Apple Watch 1 funktionierte nicht.;Apple Watch 1 funktionierte nicht, obwohl es in der Artikelbeschreibung angegeben wurde.Fazit: Artikel habe ich zurück gesendet
1.0 out of 5 stars;Ladegerät funktioniert nicht mehr.;Das Ladegerät funktionierte ein paar Monate und dann plötzlich nicht mehr. Keine Kaufempfehlung!!
1.0 out of 5 stars;Da evitare non funzionante;Salve a tutti usato poche volte mai funzionato preso proprio in emergenza per il mio Apple Watch la ricarica si vede solo ma non inizia mai rimane sempre lì
1.0 out of 5 stars;Eigentlich praktisch..;…aber nachdem ich meine Apple Watch mit dem Gerät geladen hab ist sie nun kaputt und muss jetzt ausgetauscht werden!! Ärgerlich..Die Uhr war eine Woche alt
1.0 out of 5 stars;Peligroso para el reloj NO FUNCIONA!!;Horrible!!!! No carga todo lo contratio DESCARGA! Enchufado a 93% de bateria y en pocos minutos me lo ha dejado en un 90% calienta la pantalla un peligro para el reloj. No lo puedo devolver porque tire la caja NO COMPREIS ESTA BASURA!!
1.0 out of 5 stars;Very poor quality;The item & watch become very hot when used to charge. Used it twice however I returned as I felt it was not safe to use!
1.0 out of 5 stars;Horrible;Takes hours to charge with this, while the Apple charger takes only 30-40 min max. Horrible waste of money. They sent me an email offering me €10 to take down my review. I think they should take the money and build a product that actually works.
1.0 out of 5 stars;Non funzionante;Ho dovuto effettuare il reso di questo articolo perché purtroppo non funzionava. Viene rilevato l’orologio, lo surriscalda ma non lo carica. Peccato.
1.0 out of 5 stars;Funktioniert nicht;Ich habe das Ladegerät an mehreren USB-Anschlüssen getestet. Es beginnt kurz zu laden, hört aber nach einigen Sekunden auf und es ist dann kein Ladefortschritt mehr zu erkennen. Schade, aber so ist es natürlich völlig unbrauchbar.
1.0 out of 5 stars;This product has no internal battery.;I don't see the point of this product. You can spend the same amount of money for a charger with an internal battery? Describing it as cordless implies it has a portable power source.
1.0 out of 5 stars;Waste of time!;The item description says good for travelling, camping but it’s not good for either as you always have to be connected to mains power. Easier to just have the usb lead that comes with the watch.Useless piece of kit!
1.0 out of 5 stars;Difficult to use.;Hard to find a compatible plug, watch always falls off of the charger.
1.0 out of 5 stars;Lädt sporadisch;Das Ladegerät lädt nur sporadisch, selten 100 %, meistens nur bis 45% oder weniger. Für mich absolut unzuverlässig und nicht zu gebrauchen. Meine Apple Watch lässt sich mit anderen Ladegeräten  problemlos voll aufladen.
1.0 out of 5 stars;Didn’t work.;This product didn’t work - wouldn’t charge my Apple Watch. Waste of money.
1.0 out of 5 stars;Schwarzes Gerät geliefert;Das Ladegerät kam zwar sehr schnell an, aber leider sieht es ganz anders aus. Auf allen Bildern, selbst auf dem Verpackungskarton, wird es nur in weiß mit brauner Schlaufe gezeigt. Tatsächlich kam  es bei mir aber in ganz schwarz an und sieht billig aus. Den Anbieter zu kontaktieren, verlief leider erfolglos. Gerät geht wieder zurück!
1.0 out of 5 stars;Lädt nicht 😢;Funktioniert nicht- Nike Watch Serie 3 lädt damit nicht - !! Leider
1.0 out of 5 stars;Unbrauchbar;Unbrauchbar. Hat in einer Stunde 6% geladen und nach einer weiteren viertel Stunde 4% an Ladung verloren mit Hitzeentwicklung der Uhr.
1.0 out of 5 stars;Only worked inconsistently. Poor connection.;Only worked inconsistently. Poor connection.
1.0 out of 5 stars;This is not fit for.apple.watch;This product not fit for Apple watch and it's waist of money
5.0 out of 5 stars;ok;Buon prodotto
1.0 out of 5 stars;Prima ENTladegerät 😟;Leider muss ich die schlechten Bewertungen bestätigen. Jetzt mit meiner Apple Watch 1 mehrfach ausprobiert und mit 45% Ladezustand abends angeschlossen. Morgens 8% Ladezustand und knallheißes Gehäuse. Wenn ich die Uhr nicht lade, bleibt mehr Akkuladung übrig. Schade, wäre ein schönes und praktisches Produkt für unterwegs.
1.0 out of 5 stars;Entspricht absolut nicht der online Beschreibung;Der Artikel, der mir geliefert wurde, entspricht absolut nicht der Beschreibung auf der Amazon Webseite. Es gibt keinen Akku und daher hat es auch keine power Bank Funktion.Dieser Artikel ist lediglich ein usb Ladeadapter  für die Apple WatchEs geht sofort zurück.
1.0 out of 5 stars;Nicht fürs Auto geeignet;Im Auto wegen Bewegung unbrauchbar ……, nehmt ein Kabel und gut ist 😉
1.0 out of 5 stars;Rubbish 9 times out of 10 it doesn’t charge;Rubbish sometimes it charges but most of the time it doesn’t and it’s just a watch holder 🤦‍♂️
2.0 out of 5 stars;Caricamento;Scalda molto e non ricarica al 100% l’apple Watch
1.0 out of 5 stars;slowest charger ever;took an hour to charge 20%
1.0 out of 5 stars;Wordt erg warm;Hij wordt erg warm bij het opladen. Ik zal het niet vertrouwen als ik er niet naast zit
1.0 out of 5 stars;Dålig produkt;Laddaren fungerar inte som utlovat. Klockan registrerar att den sätts på en laddare men får ingen ström.
1.0 out of 5 stars;Ne recommande pas;La montre charge très lentement mais très lentement je ne recommande pas ce chargeur
1.0 out of 5 stars;funktioniert nicht mehr nur nach eine Benutzung;Finger weg!
1.0 out of 5 stars;Poor performing NEWDERY Apple Watch charger;Pathetic product! Doesn’t charge or at best charges at extremely slow rate. A total waste of money.
1.0 out of 5 stars;If you are looking for a good charger, i don’t prefer this.;I dislike this product as its not charging my Apple watch as intended.
1.0 out of 5 stars;ne fonctionne pas.;La charge semble commencer et s’arrête quelques secondes plus tard. Très déçue
1.0 out of 5 stars;Non carica;Scalda l’Apple Watch e basta
1.0 out of 5 stars;Funktioniert nicht;Auch nach mehreren Versuchen ist es nicht möglich, die Apple Watch damit zu laden.Optisch sehr ansprechend.
1.0 out of 5 stars;Pessimo;Il prodotto carica lentissimo e l’Apple Watch si sposta di continuo.
1.0 out of 5 stars;Uhr wird sehr heiß;Da meine AppleWatch 4 beim Laden richtig heiß wird, kann ich dieses Produkt nicht empfehlen.
1.0 out of 5 stars;Nicht zu gebrauchen;Uhr wird nur extrem heiß und läd dabei ungefähr 3% pro Stunde.
1.0 out of 5 stars;Difettoso Defective;articolo ricevuto difettoso
1.0 out of 5 stars;Doesn’t work;Doesn’t work… don’t buy it.
1.0 out of 5 stars;Ne charge pas;Ne fonctionne pas avec Apple Watch 6 ,connecte et déconnecte sans cesse
1.0 out of 5 stars;Decepcionantw;Muy decepcionante. Se recalienta y carga muy lento. Para una emergencia y poco más
1.0 out of 5 stars;nul;déconnecte sans arrêt, quasi inutilisable
1.0 out of 5 stars;ne fonctionnent pas;ne fonctionnent pas.  1% de charge prend plus d'une heure, donc inutile.
4.0 out of 5 stars;der ideale mobile Ladeadapter für alle Baureihen der die Apple Watch;Wie laden Sie denn Ihre Apple Watch und müssen Sie unterwegs ggf. nachladen?Meistens komme ich über den Tag, doch da ich meine Uhr selten vollständig lade, ich belasse sie über die Nacht nicht auf der Ladeplatte, geht mir manchmal am Tag der Strom aus. Meistens passiert es mir dann, wenn ich die Uhr intensiv benutze, beispielsweise beim Sport zur Aktivitätsaufzeichnung und ggf. auch Musikstreaming via Mobilfunk, denn meine Uhr hat die Cellular Funktion. Ich benutze meine Uhr überwiegend ohne das iPhone, daher die Cellular Version, die jedoch mehr Strom verbraucht.Auf Reisen nehmen ich gerne eine Powerbank mit integrierter Ladeplatte für die Apple Watch mit, doch eben nicht immer, denn ich habe gerne leere Hosentaschen und scheue Taschen und Rucksäcke.Hier kommt das NEWDERY USB Ladegerät für Apple Watch ins Spiel, ich stieß zufällig als Produktempfehlung darauf und darf sagen, selten hat eine Produktempfehlung meinen Bedarf so treffsicher bedient.Der Ladeadapter ist unwesentlich größer als ein gängiger USB Speicherstick und er findet überall Platz, in jeder noch so kleinen Tasche.Über den gängigen USB Anschluss passt der Ladeadapter an jedes USB Steckernetzteil (nicht USB-C), jede Docking Station oder auch Powerbank. Einen USB Anschluss findet man fast überall, sogar im Auto oder in der Bahn, doch es fehlt oft am passenden Ladekabel, jedenfalls bei mir.Die Apple Watch hat den Nachteil, dass sie ein spezielle Ladeplatte benötigt und nicht auf den gängigen Qi Ladern für Mobiltelefone lädt. Geht Ihrer Apple Watch der Strom aus, brauchen Sie eine spezielle Ladeplatte. Ich hatte für den Urlaub einmal das originale Ladekabel vergessen, so musste ich im Urlaub auf meine Uhr verzichten, denn ich konnte sie nicht aufladen.Jetzt passiert mir das nicht mehr, das NEWDERY USB Ladegerät für die Apple Watch gehört nun fest zum Bestand meines Mobilsets (Netzteil, Smartphone Ladekabel), damit kann ich meine Uhr überall aufladen.Ist das nicht genial?Genial ist hierbei nicht nur dieser unglaublich kleine Ladeadapter, genial ist auch der Preis. Vergleichen Sie gerne mal die Preise der Apple Watch Ladeadapter...Wo Licht ist, so sagt, man, da ist auch Schatten und den gibt es auch bei diesem NEWDERY USB Ladegerät für die Apple Watch.Die Ladegeschwindigkeit des NEWDERY USB Ladegeräts könnte höher sein, denn sie steht hinter der des originalen Apple Ladeadapters deutlich zurück.Ich habe die folgenden Ladefortschritte mit meiner Apple Watch Series 5 44mm Cellular an einem 2A USB Port ermittelt:35% Ladestand zum Beginn  der Aufladung und Start der Zeitnehmung38% Ladestand nach 10min Aufladung51% Ladestand nach 30min Aufladung67% Ladestand nach 60min AufladungGemäß Spezifikation des Herstellers beträgt die Leitungsaufnahme des Adapters maximal 1A/5V, also 5W, während die Ausgangsleistung zur Uhr hin maximal 2W beträgt.Sie sehen an diesen Zahlen, dass man für eine vollständige Aufladung der Uhr allerhand Zeit aufbringen muss, doch ich sehe das nicht als Nachteil an. Der NEWDERY USB Ladeadapter ist für mich eine mobile Lösung, um bedarfsweise nachladen zu können und genau das erfüllt er ausgezeichnet. Ich strebe nicht an, während der Rast einer Wanderung meine Uhr vollständig aufzuladen.Die Verabreitungsqualität des Ladegeräts ist robust und zweckoptimiert, hinzu kommt die sehr kompakte Bauform und der kabellose Betrieb, demnach die ideale mobile Lösung. Sehr praktisch ist an dem Adapter auch die magnetische Fixierung der Uhr an der Ladeplatte, so kann der Adapter auch vertikal eingesetzt werden, die Uhr bleibt an ihm hängen.Bewertung:Im Fazit gebe ich dem NEWDERY USB Ladegerät 4 von 5 möglichen Sternen.Der Punktabzug resultiert einzig aus der etwas reduzierten Ladeleistung, in allen anderen Details bekommt das Ladegereät von mir die volle Punktzahl.
