Text,Rating
lo tuve que devolver cargaba calentaba excesivamente el reloj,1.0 out of 5 stars
wird ziemlich warm beim laden,2.0 out of 5 stars
actually take remaining charge watch leaving completely flat load rubbish,1.0 out of 5 stars
watch stopped working using product recommend lossy apple watch series,1.0 out of 5 stars
look clever design actually dreadful support weight afford mention charging dreadfully slow save money buy official charger,1.0 out of 5 stars
apple watch funktionierte nicht obwohl e der artikelbeschreibung angegeben wurde fazit artikel habe ich gesendet,1.0 out of 5 stars
da funktionierte ein paar monate und dann nicht mehr keine kaufempfehlung,1.0 out of 5 stars
salve tutti usato poche volta mai funzionato preso proprio emergenza per il mio apple watch la ricarica si vede solo non inizia mai rimane sempre,1.0 out of 5 stars
aber nachdem ich meine apple watch mit dem geladen hab ist sie nun kaputt und mus jetzt ausgetauscht werden die uhr war eine woche alt,1.0 out of 5 stars
horrible carga todo lo contratio descarga enchufado de bateria en pocos minutos lo ha dejado en un calienta la pantalla un peligro para el reloj lo puedo devolver porque tire la caja compreis esta basura,1.0 out of 5 stars
item watch become hot used charge used twice however returned felt safe use,1.0 out of 5 stars
take hour charge apple charger take min max horrible waste money sent email offering take review think take money build product actually work,1.0 out of 5 stars
ho dovuto effettuare il reso di questo articolo purtroppo non funzionava viene rilevato l orologio lo surriscalda non lo carica peccato,1.0 out of 5 stars
ich habe da mehreren usb getestet e beginnt kurz zu laden aber nach einigen sekunden auf und e ist dann kein ladefortschritt mehr zu erkennen schade aber ist e unbrauchbar,1.0 out of 5 stars
see point product spend amount money charger internal battery describing cordless implies portable power source,1.0 out of 5 stars
item description say good travelling camping good either always connected main power easier usb lead come watch useless piece kit,1.0 out of 5 stars
hard find compatible plug watch always fall charger,1.0 out of 5 stars
da nur sporadisch selten meistens nur bi oder weniger mich absolut und nicht zu gebrauchen meine apple watch sich mit anderen problemlos voll aufladen,1.0 out of 5 stars
product work would charge apple watch waste money,1.0 out of 5 stars
da kam zwar sehr schnell aber leider sieht e ganz anders au auf allen bildern selbst auf dem verpackungskarton wird e nur mit brauner schlaufe gezeigt kam e bei mir aber ganz schwarz und sieht billig au den anbieter zu kontaktieren verlief leider erfolglos geht wieder,1.0 out of 5 stars
funktioniert nicht nike watch serie damit nicht leider,1.0 out of 5 stars
unbrauchbar hat einer stunde geladen und nach einer weiteren viertel stunde ladung verloren mit hitzeentwicklung der uhr,1.0 out of 5 stars
worked inconsistently poor connection,1.0 out of 5 stars
product fit apple watch waist money,1.0 out of 5 stars
buon prodotto,5.0 out of 5 stars
leider mus ich die schlechten bewertungen jetzt mit meiner apple watch mehrfach ausprobiert und mit ladezustand abends angeschlossen morgen ladezustand und wenn ich die uhr nicht lade bleibt mehr akkuladung schade ein und praktisches produkt unterwegs,1.0 out of 5 stars
der artikel der mir geliefert wurde entspricht absolut nicht der beschreibung auf der amazon webseite e gibt keinen akku und daher hat e auch keine power bank funktion dieser artikel ist lediglich ein usb ladeadapter die apple watch geht sofort,1.0 out of 5 stars
auto wegen bewegung unbrauchbar nehmt ein kabel und gut ist,1.0 out of 5 stars
rubbish sometimes charge time watch holder,1.0 out of 5 stars
scalda molto e non ricarica al l apple watch,2.0 out of 5 stars
took hour charge,1.0 out of 5 stars
hij wordt erg warm bij het opladen ik zal het niet vertrouwen al ik er niet naast zit,1.0 out of 5 stars
laddaren fungerar inte som utlovat klockan registrerar att den en laddare men ingen,1.0 out of 5 stars
la montre charge lentement mais lentement je ne recommande pa ce chargeur,1.0 out of 5 stars
finger weg,1.0 out of 5 stars
pathetic product charge best charge extremely slow rate total waste money,1.0 out of 5 stars
dislike product charging apple watch intended,1.0 out of 5 stars
la charge semble commencer et quelques secondes plus tard,1.0 out of 5 stars
scalda l apple watch e basta,1.0 out of 5 stars
auch nach mehreren versuchen ist e nicht die apple watch damit zu laden optisch sehr ansprechend,1.0 out of 5 stars
il prodotto carica lentissimo e l apple watch si sposta di continuo,1.0 out of 5 stars
da meine applewatch beim laden richtig wird kann ich diesis produkt nicht empfehlen,1.0 out of 5 stars
uhr wird nur extrem und dabei pro stunde,1.0 out of 5 stars
articolo ricevuto difettoso,1.0 out of 5 stars
work buy,1.0 out of 5 stars
ne fonctionne pa avec apple watch connecte et sans cesse,1.0 out of 5 stars
muy decepcionante se recalienta carga muy lento para una emergencia poco,1.0 out of 5 stars
sans quasi inutilisable,1.0 out of 5 stars
ne fonctionnent pa de charge prend plus une heure donc inutile,1.0 out of 5 stars
wie laden sie denn ihre apple watch und sie unterwegs ggf nachladen meistens komme ich den tag doch da ich meine uhr selten lade ich belasse sie die nacht nicht auf der ladeplatte geht mir manchmal tag der strom au meistens passiert e mir dann wenn ich die uhr intensiv benutze beispielsweise beim sport zur und ggf auch musikstreaming via mobilfunk denn meine uhr hat die cellular funktion ich benutze meine uhr ohne da iphone daher die cellular version die jedoch mehr strom verbraucht auf reisen nehmen ich gerne eine powerbank mit integrierter ladeplatte die apple watch mit doch eben nicht immer denn ich habe gerne leere hosentaschen und scheue taschen und hier kommt da newdery usb apple watch in spiel ich al produktempfehlung darauf und darf sagen selten hat eine produktempfehlung meinen bedarf treffsicher bedient der ladeadapter ist unwesentlich al ein usb speicherstick und er findet platz jeder noch kleinen tasche den usb anschluss passt der ladeadapter jedes usb steckernetzteil nicht usb c jede docking station oder auch powerbank einen usb anschluss findet man fast sogar auto oder der bahn doch e fehlt oft passenden ladekabel jedenfalls bei mir die apple watch hat den nachteil das sie ein spezielle ladeplatte und nicht auf den qi ladern mobiltelefone geht ihrer apple watch der strom au brauchen sie eine spezielle ladeplatte ich hatte den urlaub einmal da originale ladekabel vergessen musste ich urlaub auf meine uhr verzichten denn ich konnte sie nicht aufladen jetzt passiert mir da nicht mehr da newdery usb die apple watch nun fest zum bestand meines mobilsets netzteil smartphone ladekabel damit kann ich meine uhr aufladen ist da nicht genial genial ist hierbei nicht nur dieser unglaublich kleine ladeadapter genial ist auch der preis vergleichen sie gerne mal die preise der apple watch ladeadapter wo licht ist sagt man da ist auch schatten und den gibt e auch bei diesem newdery usb die apple watch die ladegeschwindigkeit de newdery usb sein denn sie steht hinter der de originalen apple ladeadapters deutlich ich habe die folgenden ladefortschritte mit meiner apple watch series mm cellular einem usb port ermittelt ladestand zum beginn der aufladung und start der zeitnehmung ladestand nach min aufladung ladestand nach min aufladung ladestand nach min spezifikation de herstellers die leitungsaufnahme de adapter maximal v also w die ausgangsleistung zur uhr hin maximal w sie sehen diesen zahlen das man eine aufladung der uhr allerhand zeit aufbringen mus doch ich sehe da nicht al nachteil der newdery usb ladeadapter ist mich eine mobile um bedarfsweise nachladen zu und genau da er ausgezeichnet ich strebe nicht der rast einer wanderung meine uhr aufzuladen die de ist robust und zweckoptimiert hinzu kommt die sehr kompakte bauform und der kabellose betrieb demnach die ideale mobile sehr praktisch ist dem adapter auch die magnetische fixierung der uhr der ladeplatte kann der adapter auch vertikal eingesetzt werden die uhr bleibt ihm bewertung fazit gebe ich dem newdery usb von sternen der punktabzug resultiert einzig au der etwas reduzierten ladeleistung allen anderen detail bekommt da von mir die volle punktzahl,4.0 out of 5 stars
l apple watch lo smartwatch che indubbiamente preferisco tra quelli che utilizzo ed anche quello da cui raramente mi separo viaggio e quando ho notato questo newdery caricabatterie usb magnetico mi ha incuriosito ed ho deciso di provarlo il dispositivo arriva una compatta pratica confezione del marchio e non appena rimosso ho riscontrato una discreta qualita progettuale e costruttiva con la scelta di materiali validi ben assemblati nel realizzare un piccolo dispositivo che mi ha trasmesso da subito buone sensazioni di utilizzo altri dispositivi per ricaricare viaggio il mio apple watch da mm della serie che rispetto questo newdery presentano una propria autonomia ovvero una batteria interna che qui manca ammetto che inizialmente avevo compreso che questo caricatore magnetico fosse simile ad altri ovvero che durante un viaggio fosse sufficiente porre sopra l orologio per avviare la ricarica mentre si tratta di un pur sempre pratico supporto di ricarica che necessita comunque di una alimentazione con porta usb tralasciando le mia iniziali sull effettivo vantaggio di avere un dispositivo da viaggio che sia esclusivamente un supporto e non un alimentatore autonomo messo alla prova questo newdery ho da subito apprezzato di come l innesto usb funzione con estrema sicurezza ed non solo collegandolo ad un computer fisso portatile anche ovviamente ad un alimentatore da muro per smartphone ed anche ovviamente nella porta usb della mia auto parte poi la colorazione rosa quasi confetto che rendono questo dispositivo femminile che maschile mi piaciuta la scelta di realizzarlo stile portachiavi e quindi dotato di un gancio che ne la grazie dimensioni compatte il design non male semplice linea e pulito con un sistema di aggancio del tappo che evita la perdita della copertura dell innesto usb oltre che per preservalo da sporcizie ed rotture sebbene devo ammettere che avrei preferito un gancio posteriore saldo magari acciaio rispetto ad un laccio pelle sintetica che sebbene risulta curato ed elegante potrebbe nel tempo logorarsi e tagliarsi alla prova della ricarica posizionando il mio apple watch sulla base ho riscontrato una buona potenza magnetica paragonabile alla base originale e ad altri dispositivi di buona efficienza che utilizzo con dei tempo di carica che ho trovato sufficientemente rapidi proporzione alla fonte cui ho collegato il dispositivo ovvero computer caricatore muro oppure porta usb dell auto nel complesso mi sento quindi di promuovere questo caricabatteria newdery per la ed costruttiva un dispositivo utile e pratico per un utilizzo ufficio viaggio auto che obbliga ad avere una fonte di non essendo autonomo con una propria batteria interna si tratta quindi di un valido aiuto che personalmente ritengo inferiore ad una base di ricarica per apple watch che essere indipendente e quindi utilizzato qualsiasi condizione e luogo volendo anche aperta campagna sulla cima di una montagna per che riguarda il prezzo di euro cui questo newdery viene al momento proposto maggio valuto che sia equilibrato per le caratteristiche del prodotto e la sua operativa quanto alla spedizione e consegna da parte di amazon sono state ancora una volta efficienti mi auguro che questa recensione possa esservi di aiuto e se avete dubbi quesiti non esitate chiedere,4.0 out of 5 stars
da ich meine apple watch laden mus und sie auch nachts trage reicht die zeit oft nicht au um sie ganz aufzuladen dann habe ich oft da problem das der ladestand der watch kritisch wird bevor ich sie zu hause nachladen kann da ich nicht da sperrige original mit der langen leitung mitnehmen war ich schon auf der suche nach einer handlichen da kriterium der handlichkeit da newdery wirklich optimal kleiner geht e kaum da finde ich richtig toll ich kann da problemlos jede hosentasche stecken wo e kaum platz wegnimmt und nicht auch macht e einen sehr robusten eindruck ist gut verarbeitet und e gibt keine grate nun habe ich endlich die die watch unterwegs fast laden zu da geeignete usb aufgrund de sehr geringen ladestroms fast zu finden sind sind z b auch pc oder notebook usb buchsen oder eine sogar kleine powerbanken geeignet mein einziger kleiner kritikpunkt ist die ladegeschwindigkeit um meine watch von auf zu laden hat e stunden minuten gedauert da ist nicht extrem langsam sondern bewegt sich auf einem niveau da auch viele einfache haben aber mit dem original von apple dauert eine ladung nur stunden hier ist also noch luft nach oben aber um die watch kurz nachzuladen um zu verhindern das sie sich aufgrund eines niedrigen ladestandes abschaltet reicht mir die ladegeschwindigkeit au diese bleibt den gesamten ladebereich bei ca minuten um nachzuladen dauert e ca minuten ich kann da jedem empfehlen der wie ich da problem hat mit der akkuladung oft nicht einen tag zu kommen,4.0 out of 5 stars
per quanto io non ami particolarmente il mondo apple casa abbiamo comunque un apple watch e quindi mi sono incuriosito nel vedere questo newdery caricabatterie usb se devo essere onesto alla fine il suo lavoro lo fa che bene decisamente molto compatto se ci troviamo nelle canne con la batteria e siamo sul lavoro posti dove non abbiamo portata il nostro caricatore originale questo risolvere egregiamente il problema come ferie invece di portarci dietro l originale ci basta una fonte usb e con questo oggettino non abbiamo problemi ovviamente la potenza e quindi di ricarica dipendono dalla fonte alla quale ci colleghiamo la forma ben studiata per renderlo meno ingombrante possibile la parte magnetica identica alla base originale le plastiche sono di se siete persone che rimangono spesso piedi con il proprio apple watch allora credo che questo oggettino vi possa aiutare ogni caso un idea carina e interessante io lo consiglio,4.0 out of 5 stars
ja die schnellste eine apple watch zu laden ist da nicht da usb eine gute unterwegs meine frau hat der handtasche eine kleine powerbank und da usb die watch da kann sie immer mal wieder wenn sie die watch gerade nicht braucht sie wieder aufladen unterwegs aber halt langsam aber immerhin e und die watch kommt auch durchaus mal auf tage akkulaufzeit oder gar eine woche weil sie immerwieder zwischendurch saft bekommt klasse gadget ja man kann auch ohne sowas leben,4.0 out of 5 stars
medium could loaded compact usb charger apple watch pink plugged usb supply like phone charger computer usb main extension main usb wall socket power bank etc charger strap attached connect key ring attach bag belt loop etc small enough keep power bank box along lead connects charge wife apple watch se problem fast apple charger plug night fully charged morning handy pocket size visiting friend family holiday use office even plug car usb socket etc never flat watch great price happy recommend,5.0 out of 5 stars
made china wireless charger simply plug usb socket good go plastic dust cap fit tightly protects metal part particularly fast adequate emergency stand take hour fully charge apple se series watch bit worried charger watch really warm touch useful back charger,3.0 out of 5 stars
made china small watch charger compatible se apple watch simple plug usb socket computer leave charge whole unit cm long mm wide cap fit securely metal part attached short length plastic lose took hour reach got really warm,3.0 out of 5 stars
verpackt einem kleinen karton mit nicht unbedingt notwendigem plastik formteil beiliegend da und ein info englisch abb wirklich viel zu beschreiben gibt e hier nicht klein mit einer kleinen lederschlaufe und einer schutzkappe versehen verarbeitung empfinde ich al befriedigend und nicht unbedingt zum preis passend abb praktischer einsatz leider kann ich die vielen die positiven beurteilungen nicht teilen da teil funktioniert zwar und damit e mich auch schon auf sieht man e al kleine oder al kann man zu dem urteil kommen ok aber rund die angebotene haptik nicht mehr al drei sterne man wenigstens noch ein kabel beigelegt da man auch jedes standard nutzen ich noch ein auge denn ist faktisch nur waagerecht betrieb der ladevorgang kommen wir zum eigentlichen meiner meinung nach denkfehler der konstruktion al solches aufladung notebook abb denn e wird eine waagerechte usb buchse oder eben doch noch ein netzteil bei letzterem geht e dann los denn e kann nicht jedes standard netzteil genutzt werden denn je nach und vorhandener netzsteckdose ist ein waagerechtes einstecken ein netzteil nicht vom einstecken pkw usb buchsen je nach pkw typ mal ganz abgesehen von daher wenigstens noch ein adapterkabel beigelegt ich ein auge zusammenfassung mich faktisch uninteressant da zu unflexibel mir ist die deutlich lieber da ich hier dann jedes standard netzteil nutzen kann daher mich au beschriebenen grund maximal sterne den der e al ansieht da sind dann vielleicht die meisten vergebe ich auch maximal nur sterne aufgrund der wenigstens noch ein kleines adapterkabel dabei ich mich vielleicht zu sternen durchringen aber bleibe ich bei sternen,3.0 out of 5 stars
ho preso questo gadget rappresenta che io intendo per gadget utile se avete un apple watch la vostra preoccupazione principale come ricaricarlo quando siete giro con il suo alimentatore dotazione direte ovviamente si pensato di avere disposizione un caricatore wireless che potete tenere come portachiavi e che se avere un cavo chilometrico potete inserire nella vostra usb del pc e usarlo per ricaricare al volo il vostro smartwatch questo gadget unisce davvero la di un daget compatto e carino da vedere la di un caricabatterie wireless tradizionale unica pecca che non mi ha permesso di dare stelle la durata della ricarica che davvero un lenta potevo aspettarmi di meglio direi di se lo provate rimarrete stupiti dalla,4.0 out of 5 stars
meine apple watch funktioniert mit dem super magnetisch fest der kurze usb anschluss hat sich ende allerdings al eher unpraktisch erwiesen habe da ganze nun ein usb angeschlossen ist e mich besser nun kann ich abends nachttisch notfall fix meine uhr und der nacht runternehmen und mus nicht immer flur rennen wo sonst alle unsere die farbe ist schick aber spielte mich keine rolle weil e klein ist ist e aber auch schneller urlaub eingepackt praktisch aber den kurzen usb anschluss sollte man bedenken wenn man e nicht gerade den pc dauert da aufladen aber al beim original vor allem da schnellladen anfang wirkt jedenfalls langsamer,4.0 out of 5 stars
aber den notfall oder reicht e wir haben kein apple aber unsere kinder und oft kommt e vor das der akku geladen werden mus selten auch mal jener von der uhr da kam jenes teil wie gerufen komplett aufladen ist hier auch nicht aber ein paar prozent wenn man zum kaffee vorbei kommt reichen ja auch vollkommen mehr sollte man dann doch aufs original greifen,4.0 out of 5 stars
yo soy de android tengo todo samsung entre tablet reloj auriculare mi e un note plus permite cargar mi reloj auriculare con inalambrica con carga inversa si le tengo que dar un chute uno de ellos e una la mar de esto en un iphone de hoy e posible apple permite que sus carguen otros dispositivos bastante tienen ya con llegar al final del dia como para alimentar otros equipos pues este aparatito tan sencillo permite que con cualquier power bank con un puedas cargar el reloj en cualquier sitio sin tener que llevarte el cargador que trae por defecto e como llevarte un pendrive en el bolsillo un power bank para tus emergencias si te quedas colgado darle un empujoncito la verdad e que esta bien parido la calidad e buena el ritmo de carga e algo lento pero suficiente para el reloj de w con una entrada de v por el precio que tiene el lo que e e uno de esos accesorios que puedes llevar en el coche por si acaso evitar llevar el reloj apagado el resto del dia si lo pusiste cargar la noche previa incluso para tenerlo en la oficina darle un chute para que te llegue al final del yo se lo dado mi hermano que como yo soy de android e iphonero le ha venido de perlas sobre todo porque ni idea de que esto uno para tenerlos repartidos entre el trabajo la casa etc,4.0 out of 5 stars
da ist klein und passt jede tasche oder auch den meinem macbook funktioniert e einwandfrei allerdings ich einen adapter auf usb c die schnellladefunktion bleibt dabei erhalten da ist auch mein einziger kritikpunkt warum wurde ein usb verbaut ein apple ich e stimmiger gehalten auf einen usb c anschluss zu setzen bi auf die kleine eine gut umgesetzte idee,4.0 out of 5 stars
medium could loaded mi personalmente la bateria de el reloj de apple tengo la version llega durar do aproximadamente con este cargador de newdery si te quedas estas punto de quedarte sin en el apple watch ante de ponerlo en modo ahorro de puedes usar este cargador movil que puedes llevar en el bolsillo mochila bolso incluso en tu propio llavero su e reducido e como una moneda de do euro tiene un conector usb el cual cuando esta en uso lo protege de los golpes polvo gracias una capucha que este lleva incorporada al cuerpo del cargador como veis en una de la fotos yo tenido que ponerle un adaptador usb usb c para poder conectarlo mi macbook pro el cual solo dispones de salidas usb c pero lo probado con un hub se carga perfectamente el reloj por el precio que tiene creo que merece la pena tenerlo echarlo en la mochila junto una power bank te aseguras de poder tener bateria para el movil reloj espero que esta haya sido,5.0 out of 5 stars
man glaubt gar nicht wie sinnvoll ein kleines die apple watch ist denn die uhr sich nur mit dieser art von ladepuck aufladen ist man aber unterwegs und die uhr hat fast keinen saft mehr kann man diesis kleine eine usb buchse z b vom laptop oder eines anderen usb laders stecken und die uhr drauflegen dabei ist da auch magnetisch genug da die uhr nicht sofort wenn nicht alles gerade ist ich denke sterne sind da angebracht,4.0 out of 5 stars
funziona piuttosto bene ed stato risolutivo molte occasioni si riassume queste poche parole il mio giudizio complessivo di questo supporto di ricarica usb per apple watch effetti lo sto utilizzando da circa tre settimane e pur avendo un comodo laccetto che ne consente l aggancio al portachiavi preferisco invece utilizzarlo automobile collegato ad un alimentatore da accendisigari nella pozzetto frontale della mia nissan qashqai lo ho sistemato innestato orizzontalmente ed alla bisogna appoggio sopra di esso il mio apple watch serie che rimane posizione grazie al magnete di cui dotato pratica nella mia esperienza quando lo faccio aderire orologio alla partenza e viaggio per circa un os arrivo l energia disponibile di circa il ritengo quindi che con poco di due ore lo smartwatch raggiunga la piena ricarica leggero colore simpatico ha un copri usb plastica gommata che rimane comunque connesso allo chassis quando rimosso dalla posizione di protezione questo per evitare di perderlo ovviamente nell uso scalda un minimo nulla di preoccupante il costo che equilibrato e comunque popolare il suo fiore occhiello e la cosa che lo rende un accessorio importante per chi possiede un apple watch e che come spesso ha di ricaricarlo movimento,4.0 out of 5 stars
apple watch charger amazing nicely packaged well designed little device plug usb socket ease end protective cap go device end use little tight usb end stop dust getting etc use travelling also another nice little design idea brown tag outer edge make pulling usb socket bit easier grip charger pad changing pad watch well sized watch magnetises nice smooth motion pull watch right place ensure maximum charging performance love make work like apple watch changer rd party charger function great much cheaper alternative second apple watch charger found review helpful please hit helpful button inspires write,5.0 out of 5 stars
caricatore per apple watch comodissimo viaggio compatto e con usb che entra entrambi versi con il tappo collegato al corpo con un piccolo cavo da non perderlo mai carina anche la colorazione blu per uscire dal classico bianco di apple come il piccolo dettaglio pelle per farlo sembrare premium nulla da segnalare riguardo la carica funziona benissimo forse non il veloce che io abbia mai testato usandolo di notte non un problema la mattina dopo il nostro apple watch sempre completamente carico io lo uso con un powerbank e lo trovo perfetto si anche usare direttamente su un caricatore muro sia rivolto verso l alto prezzo di decisamente contenuto rispetto originale apple un prodotto da avere,5.0 out of 5 stars
da wird gut verpackt geliefert die verarbeitung ist gut keine scharfen kanten oder unsauberen klebungen die funktion ist gegeben e eine apple watch serie ohne probleme stunden voll auf da ist der punkt der leider sterne kostet da originale von apple bei verwendung de selben usb bei mir eine steckdosenleiste die uhr stunden voll auf wer die uhr nacht hat damit keine probleme ich jedoch die uhr morgen nach dem aufstehen die ladung brauche eine stunde zum fertig machen und dann ist uhr geladen und e geht zur arbeit mit diesem nicht zu machen wen da nicht der bekommt hier ein gutes ohne kabel salat diesen leuten kann ich da empfehlen wer schnell laden finger weg,3.0 out of 5 stars
ein kleines apple watch se series und einfach per usb angesteckt und die uhr drauf dank de magneten die uhr recht gut drauf leider dauert da aufladen der uhr je nach akkuzustand bi stunden und uhr wird etwas warm nur leider keine da langsames laden auf lange sicht ein akku eine zum aufladen z b auf reisen etc sehr gut aber nicht jedes mal da design bzw die verarbeitung ist dagegen sehr gut da gibt e nichts zu meckern da e kein original produkt von apple ist gehe ich damit vorsichtig um da gleiche mache ich auch bei smartphone ersatz diese ersatz produkte kommen oft nie vom original hersteller und gut laufen aber auch nicht ich gebe da produkt gute sterne,3.0 out of 5 stars
da newdery usb apple watch ist gut verpackt und bei mir angekommen da macht einen gut verarbeiteten hochwertigen eindruck mir e sehr gut da e wirklich minimalsitisch ist man mus sich jedoch genau wo man e denn da kabel ist auch kurz und je nachdem wie die usb buchse ist hochkant oder waagrecht geht e mehr oder weniger gut bei einer powerbank oder laptop geht e hervorragend ich hab eine apple watch und da hat da laden perfekt geklappt ein tolles produkt da ich gerne weiterempfehle,4.0 out of 5 stars
zuersteinmal der preis vergleich zum original auf die und verarbeitung sind top der ladepuk ist etwas dicker al da original dy aber nicht und nur direkten vergleich auf mir allerdings aufgefallen ist da beim laden der apple watch series diese wirklich sehr warm wird ja sogar schon auf dauer ist da meiner meinung nach nicht gut den akku da dieser bei hohen temperaturen schneller altert und daher eignet sich diesis eher den notfall unterwegs oder urlaub,4.0 out of 5 stars
cargador usb compatible con apple watch marca newdery o dejo mi despues de de uso se trata de un cargador con usb compatible con todos los modelos de apple watch el e muy reducido se puede llevar en un llavero perfectamente como e mi caso en la funda del gusta tenerlo mano para dar una carga mientras estoy trabajando con el lo probado ya varias veces produce calentamiento al reloj eso si la carga la realiza ma lenta que con el cargador original recomendable como segundo cargador para usos ocasionales,3.0 out of 5 stars
seriously love anything cut amount charging cable leave house brilliant work well iwatch issue charge like normally would plug strait power bank honestly like long cable compact le chance watch getting knocked charger set leave thing even put keyring pretty handy plugging laptop even great little handy iwatch charger,5.0 out of 5 stars
questo caricatore per apple watch comodo da avere sempre nello zaino puoi lasciare il cavetto della apple sul comodino e sapere di poter ricaricare il tuo smart watch qualsiasi momento anche viaggio non avendo un cavo essere scomodo diverse situazioni inoltre il prezzo mi sembra un po elevato per essere un alternativa cinese,4.0 out of 5 stars
mi mujer se este cargador para apple iwatch ella se trata de un producto de calidad medium e verdad que e cuando tienes que ir de viaje pues ocupa poco e se puede usar como de llavero su e la verdad que muy chulo pero lo malo e que si lo usa como cargador normal de diario se calienta mucho por eso ella lo recomiendo solo en ocasiones donde puedes usar el cargador normal del apple iwatch se usa mediante puerto usb el color que mi mujer e pink ella le gusta mucho e un rosa bebe pastel la del producto el reloj se carga en unas do horas pero e verdad e muy muy lento en cargarse por eso el reloj termina mucho se trata de un producto que para una urgencia viaje que puedas disponer del cargador normal se saca de un apuro pero desde el punto de vista de mi mujer el producto se mejorar mucho el precio actual del cargador e de euro precio algo caro para ser un cargador,3.0 out of 5 stars
game changer one thing hated moving apple watch fitbit super short battery life mean forget charge overnight morning risk dying day super annoying working office every day enter product super small easy travel perfect taking office handbag easily charging watch whilst ensure never amazing price charge quickly recommend,5.0 out of 5 stars
se trata de un accesorio muy para tener mano en caso de necesidad poder recargar el reloj como tiene un tan compacto podemos llevarlo incluso modo de llavero con la llaves de casa utilizarlo con cualquier puerto usb disponible desde un ordenador una cargador de pared incluso una externa una de mi preocupaciones al realizar el pedido era que al conectarlo en el quedase en la adecuada para la carga del esto lo ha resuelto muy bien el artefacto pues al contrario de lo que ocurre con un usb noma tenemos una correcta de podemos introducirlo en la do posiciones siempre tenemos la placa de carga arriba el punto negativo e que se calienta que le cargador original otros que ido comprando lo largo del tiempo aunque la carga la realiza de forma correcta deja de ser una,4.0 out of 5 stars
un cargador super que funciona bien con el apple watch con el que hemos probado con miedo ya que veces estos cargadores suelen funciona nada bien pero este va fino fino lo hemos usado con una externa con un cargador de pared en casos ha ido perfecto la potencia de salida e de v por lo que sobrecalienta el apple watch aunque tampoco lo carga con esto quiero decir que en cuanto velocidad de carga e como el cable original al tener la superficie imantada puedes ponerlo en una bateria otro cargador en forma vertical que se cae muy cuando accesible el poder cargarlo en horizontal para finalizar un par de detalles muy interesantes primero que el usb de entrada sirve en ambo sentidos por lo que hay que mirar en sentido se mete segundo que cuenta con un colgante para llevarlo en el llavero colgado de alguna otra parte tanto e un parte delantera junto la tapa del conecto usb como la trasera era un poco sobre este producto pero de probarlo ha parecido muy bueno recomendable,5.0 out of 5 stars
da die iwatch ist klein und kompakt der ladevorgang geht recht schnell und ist stunden bei der iwatch abgeschlossen sofern noch etwas akku vorhanden ist geht e auch schneller meist hat e bisher um die stunden gedauert die uhr wird magnetisch festgehalten das ein versehentliches nicht ganz einfach geht der magnet sie sogar noch der vertikalen ausrichtung fest den richtigen halt sorgt da aber die schutzkappe de usb steckers der einfach abgezogen und dann mit dem anderen ende auf den stecker gesteckt wird nur wenn da vertikal der vertikalen eingesteckt wird dann mus der magnet alles halten gerade unterwegs ein super die uhr leicht und kompakt und vom preis sehr ansprechend,5.0 out of 5 stars
todos sabemos que la carga del iwatch puede durar de un medio el cargador que lleva de serie viene con un cable yo almenos lo tengo puesto en uno de esos adaptadores para poder cargar varios productos de apple iphone iwatch etc con el que si lo tengo que llevar de viaje tenido tiempo de cargarlo pues que mejor que tener este cargador usb lo podemos dejar tanto en el coche como en la maleta usarlo en cualquier momento encima ocupa nada de espacio con cualquier adaptador usb usb lo podemos cargar mientras conducimos viajamos con transporte publico el precio lo veo aceptable si fuese algo ma barato ma esperemos que falle los la carga,4.0 out of 5 stars
apple original ist ordentlich teuer wodurch sich ein markt angebote dritter da hier rezensierte ladestecker ein netzadapter ist wie bei apple nicht dabei die apple watch macht apple vieles nach der preis ist allerdings deutlich bei etwa die ist tadellos ich habe keine unterschiede zum original feststellen praktisch ist seine kompakte bauform die ihn ideal reisen macht,5.0 out of 5 stars
cargador usb para apple watch compatible con todos los modelos ofrece una carga sin cable conectando un puerto usb velocidad de carga de horas pero notado que se calienta bastante da mucha confianza tiene un muy elegante al ser ligero compacto puedes llevarlo donde quieras sin que ocupe mucho espacio e ideal para llevarlo de viaje da confianza este producto temo estropear mi reloj,5.0 out of 5 stars
iwatch charger great especially travelling charger take smallest amount space slot securely usb port watch sits perfectly held place magnet stronger iwatch charger used including apple version course used home well travelling really pleased seems well made sturdy quite like black white would definitely recommend would buy updating review reducing five star two two charge watch slow main thing noticed iwatch stay charged anywhere near long previous charger gone back keep use short term travel would buy,2.0 out of 5 stars
el cargador funciona muy bien carga ma de lo que esperaba en realidad tiene un muy de transportar lo podemos llevar en la bolsa incluso junto la llaves ya que e muy ligero,4.0 out of 5 stars
ha decepcionado carga bien el reloj hace cosas raras cuando cargandose parte que se calienta bastante ha dado buenas sensaciones el cargador lo utilizar prefiero el de cable,2.0 out of 5 stars
seem charge fast expected decent charger,4.0 out of 5 stars
like long could move around easy,4.0 out of 5 stars
search charger even though hundred different one might order different spot around house kick hundred curb,5.0 out of 5 stars
work well charge fast day speak durability,5.0 out of 5 stars
love cord everyone always borrowing super durable easy use need port need plug wall,4.0 out of 5 stars
love long cord,5.0 out of 5 stars
love length charging speed seems medium,4.0 out of 5 stars
charging phone great price great delivery,5.0 out of 5 stars
product ordered,5.0 out of 5 stars
